"","rid","mean","lower","upper","auth1","auth2","auth3","auth4","authoritarianism","sdo","married","college","income","christian","post_call","uncertainty","waterFish","envHabitat","envWater","envPollution","envTemp","waterDams","waterConservation","publicConservation","immUndocumented","immSeparation","immAsylum","immBirthright","immTech","immResources","police","gunHome","concealCarry","background","registry","rwm","trump_vote","state_residence","state_insult","state_common","state_interest","state_we","state_partme","state_proud","state_identity_identity_strength","latino","black","other","white","recount","electionFraud","rr","moral_individualism","individualism","ideology","gender","party3","caseid","age","gen","authScaled"
"391",1253414953,-1.01613726624591,-2.56167858179946,0.51462389906936,0,0,0,0,0,0.125,0,1,1,0,0,0,2,3,3,4,2,3,4,"renewable",1,1,2,1,NA,NA,2,1,2,1,3,0,0,"Utah",2,4,3,3,2,3,"Montana",1,0,0,0,4,3,0.25,0.625,0.3,2,"Male",2,1253414953,80,"Boomer",0.012916439146719
"392",1253414963,-1.00041775217522,-2.57767464787094,0.497887768589283,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,3,5,5,"renewable",1,1,1,1,NA,NA,3,0,1,1,1,0,0,"Arizona",3,2,4,4,4,2,"New Mexico",0,0,0,1,4,4,0.0625,0.125,0.15,2,"Female",1,1253414963,79,"Boomer",0.0196826927510373
"393",1253414973,-0.415343670107608,-2.01305380113915,1.09739734491023,1,0,0,0,0.25,0.3125,1,1,1,1,0,0,1,3,2,1,1,3,1,"extraction",5,4,5,5,5,NA,5,NA,5,5,5,0,1,"Nevada",2,4,4,4,4,5,"Arizona",0,0,0,1,5,5,0.75,0.75,0.55,4,"Female",3,1253414973,49,"Gen X",0.271519969576671
"394",1253414975,1.21765645348179,-0.298807768966867,2.65474567566762,1,1,1,1,1,0.125,0,1,0,1,0,0,4,4,4,3,4,4,4,"renewable",1,1,2,2,NA,2,3,0,2,1,1,0,0,"Nevada",2,4,2,3,2,1,"Arizona",0,0,0,1,4,2,0.5,0.5,0.4,2,"Female",1,1253414975,62,"Boomer",0.974422929706683
"395",1253414995,-0.416228506796231,-1.87214649215691,0.990661515722898,1,0,0,0,0.25,0.5,1,1,1,0,0,0,2,3,3,1,1,5,3,"extraction",4,2,5,4,NA,NA,5,1,4,1,1,0,1,"Arizona",4,4,3,5,5,5,"Arizona",0,0,0,1,4,4,0.5,0.6875,0.65,3,"Female",3,1253414995,60,"Boomer",0.271139103513846
"396",1253414999,-0.388717876759495,-1.93030271815393,1.05200634726352,0,1,0,0,0.25,0.25,0,1,0,0,0,0,4,4,4,3,4,3,5,"renewable",1,1,1,1,1,NA,2,1,1,1,1,0,0,"Arizona",2,2,4,2,3,3,"Arizona",0,0,0,1,5,3,0.0625,0.3125,0.35,3,"Female",2,1253414999,70,"Boomer",0.282980684545303
"397",1253415009,0.684275069381421,-0.766781801344407,2.15592023723644,1,1,0,1,0.75,0.5,0,1,0,0,0,0,3,3,3,3,3,3,3,"protection",3,3,3,3,NA,3,3,1,3,3,3,0,NA,"Arizona",3,3,3,3,3,3,"Arizona",0,0,0,1,3,1,0.5,0.375,0.5,NA,"Male",NA,1253415009,82,"Greatest",0.744836080112138
"398",1253415013,0.677586558160684,-0.750494021629434,2.13977477854261,1,1,0,1,0.75,0.125,1,0,1,1,0,0,2,3,1,1,1,4,4,"protection",2,4,3,3,NA,NA,5,1,5,4,5,0,1,"Arizona",3,5,4,3,3,5,"Arizona",1,0,0,0,5,4,0.5625,0,0.75,5,"Male",3,1253415013,62,"Boomer",0.741957100332525
"399",1253415019,-0.420782742410183,-1.87295229851287,1.06428695411249,1,0,0,0,0.25,0.125,0,1,0,1,0,0,2,4,4,3,4,4,3,"recreation",2,1,2,1,NA,1,4,0,3,1,1,0,0,"Arizona",2,3,3,4,3,4,"Sonora, Mexico",0,0,0,1,5,4,0.125,0.5,0.2,2,"Male",1,1253415019,56,"Gen X",0.269178793990328
"400",1253415025,0.669868306856765,-0.711376918525955,2.1014918547029,1,1,0,1,0.75,0.625,1,0,1,1,0,0,1,1,3,1,1,5,1,"extraction",5,5,5,5,NA,5,4,1,3,2,5,0,1,"Colorado",1,1,1,1,1,1,"Colorado",0,0,0,1,3,5,1,0.75,1,5,"Female",3,1253415025,59,"Gen X",0.738634882771006
"401",1253415039,0.672047343245544,-0.787385325255511,2.11957904724459,1,1,0,1,0.75,0.5,1,1,0,1,0,0,2,2,3,3,2,5,4,"extraction",3,2,4,5,NA,4,4,0,5,2,4,0,1,"Colorado",2,3,3,3,3,4,"Colorado",0,0,0,1,3,2,0.875,0.375,0.7,3,"Female",2,1253415039,74,"Boomer",0.739572819704248
"402",1253415043,-0.974490240292276,-2.55563512815861,0.54190659124364,0,0,0,0,0,0.1875,1,1,1,0,0,0,1,2,2,2,3,4,4,"renewable",2,1,3,2,NA,2,3,1,4,2,4,0,0,"Arizona",1,2,1,1,1,3,"Arizona",0,0,0,1,4,4,0.0625,0.75,0.5,3,"Female",2,1253415043,58,"Gen X",0.0308428418459875
"403",1253415047,-0.418994906354022,-1.85282983792132,1.04651028860834,0,0,0,1,0.25,0.5,1,1,0,1,0,0,2,2,3,2,2,3,4,"renewable",2,1,3,3,1,NA,4,1,1,1,1,0,0,"Colorado",3,4,4,5,4,5,"Colorado",0,0,0,1,4,2,0.4375,0.0625,0.55,3,"Female",2,1253415047,73,"Boomer",0.269948343997061
"404",1253415123,1.2367103445527,-0.147982381467399,2.69770191485515,1,1,1,1,1,0.25,0,0,1,0,0,0,2,4,4,2,4,5,4,"renewable",1,1,4,3,NA,2,3,1,5,1,1,0,0,"Arizona",3,3,4,4,4,5,"Arizona",0,0,0,1,4,3,0.4375,0.5625,0.35,2,"Female",2,1253415123,64,"Boomer",0.982624421085816
"405",1253415129,-0.430352715646317,-1.9557513870519,0.928300491577495,1,0,0,0,0.25,0.5,1,0,1,1,0,0,1,2,4,3,2,5,2,"extraction",2,3,5,1,NA,5,5,0,4,2,3,0,1,"Colorado",4,4,4,4,4,4,"Colorado",0,0,0,1,3,2,0.8125,0.4375,0.85,3,"Male",3,1253415129,85,"Greatest",0.265059527605181
"406",1253415133,-1.0195457892709,-2.67005947610378,0.50433383554746,0,0,0,0,0,0.1875,1,1,1,1,0,0,3,3,4,2,3,5,4,"protection",2,1,1,1,NA,1,4,0,3,1,1,0,0,"Colorado",3,4,4,4,4,5,"Colorado",0,0,0,1,4,5,0.1875,0.75,0.15,2,"Female",1,1253415133,73,"Boomer",0.0114492862118667
"407",1253415139,0.655801372745615,-0.738989627110683,2.06172926211578,1,0,1,1,0.75,0.375,1,0,1,1,0,0,1,2,3,2,2,5,1,"recreation",5,3,4,3,5,NA,5,1,4,3,5,0,1,"Arizona",3,4,2,4,4,4,"Arizona",0,0,0,1,3,3,0.6875,0.25,0.7,4,"Male",3,1253415139,53,"Gen X",0.7325799600041
"408",1253415145,1.25533888653448,-0.135409792557342,2.74147629331751,1,1,1,1,1,0.375,1,1,0,1,0,0,2,2,2,1,1,4,4,"extraction",4,3,4,5,5,NA,4,1,2,3,5,0,1,"Arizona",5,5,4,5,4,5,"Arizona",0,0,0,1,2,5,0.8125,0.25,0.65,5,"Female",3,1253415145,81,"Greatest",0.990642826665059
"409",1253415151,-0.996076025836751,-2.49521969107308,0.436778381634745,0,0,0,0,0,0.5625,1,0,1,1,0,0,1,2,2,1,1,5,1,"extraction",1,4,5,5,NA,NA,3,0,5,2,4,0,1,"Arizona",1,5,1,5,4,4,"Arizona",0,0,0,1,4,1,1,0.0625,0.8,4,"Female",3,1253415151,65,"Boomer",0.0215515305124691
"410",1253415177,-0.983962307236304,-2.59387324502309,0.536449252132228,0,0,0,0,0,0.25,1,1,0,0,0,0,3,4,2,2,2,2,5,"protection",5,3,3,4,4,NA,5,0,1,1,1,0,0,"Arizona",3,2,3,4,4,3,"Arizona",0,0,0,1,2,4,0.5,0.5625,0.6,3,"Male",2,1253415177,61,"Boomer",0.0267657179086835
"411",1253415183,0.685987823993566,-0.782727725952741,2.18309015130789,1,1,0,1,0.75,0.4375,0,0,0,1,0,0,2,2,2,2,1,4,3,"extraction",2,3,5,5,NA,4,5,1,4,2,5,1,1,"Nevada",2,3,3,3,1,3,"Nevada",0,0,0,1,5,4,1,0.5,0.7,5,"Female",3,1253415183,66,"Boomer",0.745573312320184
"412",1253415185,-0.398613300611399,-1.80913511291577,1.05337015122291,1,0,0,0,0.25,0,1,1,1,0,0,0,3,4,3,4,4,5,5,"renewable",1,1,1,1,NA,NA,5,0,1,1,1,0,0,"Nevada",4,4,2,5,4,4,"Nevada",0,0,0,1,5,5,0,0.5,0.15,2,"Male",1,1253415185,56,"Gen X",0.278721332315766
"413",1253415191,1.25982241075148,-0.210491178142432,2.80781184019453,1,1,1,1,1,0.1875,1,0,1,1,0,0,2,3,2,2,1,2,3,"protection",4,2,4,1,NA,NA,4,NA,3,4,4,0,1,"Arizona",4,4,4,4,4,5,"Arizona",0,0,0,1,3,3,0.9375,0.1875,0.65,5,"Male",3,1253415191,85,"Greatest",0.992572699417929
"414",1253415199,0.129913817081083,-1.36008537011016,1.61584877868805,1,1,0,0,0.5,0.125,1,1,1,0,0,0,1,2,3,3,2,5,3,"protection",2,3,4,3,NA,NA,5,1,3,2,3,0,1,"Arizona",3,5,4,5,5,5,"Arizona",0,0,0,1,3,2,0.5625,0.4375,0.75,3,"Male",2,1253415199,83,"Greatest",0.50621872816314
"415",1253415217,0.136852809531336,-1.30960415966096,1.55099638428541,1,1,0,0,0.5,0.4375,0,1,1,0,0,0,1,1,1,1,1,5,2,"extraction",5,4,5,5,NA,NA,5,1,5,3,3,0,1,"Nevada",3,4,5,5,5,5,"Nevada",0,0,0,1,3,5,1,0.8125,0.9,3,"Male",2,1253415217,70,"Boomer",0.509205524222213
"416",1253416161,-0.419894914730172,-1.8453085624823,0.981759988648419,1,0,0,0,0.25,0.375,1,1,1,0,0,0,4,3,2,4,3,3,4,"protection",1,1,1,5,NA,NA,3,1,1,1,1,0,0,"Utah",2,2,3,2,1,4,"Colorado",0,0,0,1,4,3,0.0625,0.0625,0.3,2,"Female",2,1253416161,39,"Millenial",0.269560947485206
"417",1253416679,1.2421446840986,-0.310572850926657,2.87936419430178,1,1,1,1,1,0,0,1,0,1,0,0,4,4,4,3,3,5,4,"protection",1,1,2,3,NA,NA,3,0,1,1,1,0,0,"Colorado",3,5,4,5,4,5,"Colorado",0,0,0,1,5,2,0.1875,0,0.1,3,"Male",NA,1253416679,55,"Gen X",0.984963559520641
"418",1253417729,-0.434429862860584,-1.93074545639568,1.07683871896427,1,0,0,0,0.25,0.375,1,1,1,0,0,0,3,3,2,4,3,4,4,"renewable",3,1,4,3,NA,NA,4,1,4,1,4,0,0,"Nevada",4,3,3,4,4,4,"Nevada",0,0,0,1,3,5,0.5625,0.25,0.7,2,"Female",1,1253417729,70,"Boomer",0.263304574372541
"419",1253418915,-1.00414004996485,-2.52713172812027,0.37313884342397,0,0,0,0,0,0,0,1,1,0,0,0,2,3,2,2,3,4,5,"protection",1,1,4,5,1,NA,2,NA,1,1,1,0,0,"Arizona",3,3,4,4,3,4,"Arizona",0,0,0,1,4,4,0.1875,0.5,0.3,1,"Male",2,1253418915,59,"Gen X",0.0180804796850255
"420",1253418959,0.11804085916875,-1.42132461336761,1.65695704600418,1,0,0,1,0.5,0.5,1,1,1,0,0,0,2,2,3,2,3,4,3,"protection",4,4,5,5,NA,1,4,0,5,3,5,0,1,"Arizona",4,4,4,5,5,5,"Arizona",0,0,0,1,3,5,0.75,0.4375,0.65,4,"Female",3,1253418959,61,"Boomer",0.501108172969957
"421",1253419023,0.142114858878257,-1.30796723457157,1.56441394440968,1,0,0,1,0.5,0.4375,0,0,0,1,0,0,2,2,3,2,1,4,3,"renewable",3,2,5,5,NA,4,4,0,3,2,4,0,1,"Arizona",4,4,4,4,3,3,"Arizona",0,0,0,1,1,5,0.6875,0.375,0.5,4,"Female",3,1253419023,77,"Boomer",0.511470502656
"422",1253419905,0.672363806719492,-0.599019691583088,2.02541861753979,1,1,0,1,0.75,0.25,0,1,1,0,0,0,4,4,4,4,4,1,5,"protection",1,1,1,1,NA,NA,1,1,1,1,2,0,0,"Colorado",3,3,3,3,3,3,"Colorado",0,0,0,1,5,4,0,0,0,1,"Male",NA,1253419905,70,"Boomer",0.739709037154203
"423",1253422881,0.125245269154649,-1.35505007129625,1.53469145088331,1,1,0,0,0.5,0.4375,1,0,0,1,0,0,1,1,4,2,1,4,1,"extraction",4,1,3,5,NA,NA,5,1,4,1,3,1,1,"Arizona",5,5,4,5,5,5,"Arizona",0,0,0,1,3,2,0.875,0.1875,0.65,5,"Female",3,1253422881,74,"Boomer",0.504209214440761
"424",1253422883,-1.01222713656196,-2.69850057924386,0.586906114131262,0,0,0,0,0,0.0625,1,0,0,1,0,0,2,4,4,3,4,5,5,"renewable",5,2,5,5,5,NA,5,0,2,2,5,0,1,"Arizona",2,2,4,4,3,2,"Sonora, Mexico",0,0,0,1,4,5,0.9375,0.5,0.35,4,"Female",3,1253422883,79,"Boomer",0.0145995019276917
"425",1253422917,0.675170299633157,-0.772055495388113,2.15760255922443,1,1,0,1,0.75,0.375,0,1,0,1,0,0,3,4,3,1,2,4,5,"renewable",2,3,1,1,NA,NA,5,1,5,1,1,0,1,"Arizona",5,5,5,5,5,5,"Arizona",0,0,0,1,1,5,1,0.8125,0.55,4,"Female",3,1253422917,74,"Boomer",0.740917054317278
"426",1253422921,1.21860718607972,-0.235955163235033,2.78787083695483,1,1,1,1,1,0.4375,1,1,0,1,0,0,1,1,1,1,1,5,4,"extraction",5,5,5,5,5,NA,5,NA,1,2,5,0,1,"Arizona",5,5,4,5,5,5,"Arizona",0,0,0,1,3,2,1,0.4375,0.75,5,"Female",3,1253422921,55,"Gen X",0.97483215977821
"427",1253422973,-0.98025888617001,-2.46400734440783,0.431069567386205,0,0,0,0,0,0.1875,0,0,0,1,0,0,1,2,2,1,4,4,3,"renewable",1,1,1,1,NA,1,2,0,1,1,1,0,0,"Arizona",3,1,2,3,1,1,"Arizona",0,0,0,1,5,3,0.0625,0.75,0.6,2,"Female",NA,1253422973,76,"Boomer",0.0283598057427884
"428",1253423037,-0.984365660882474,-2.45321163536387,0.334316082981798,0,0,0,0,0,0.5625,1,1,1,1,0,0,1,2,2,2,1,4,4,"recreation",4,3,5,5,NA,5,5,NA,5,2,5,0,1,"Nevada",3,4,3,4,4,4,"Nevada",0,0,0,1,4,2,0.625,0.4375,0.65,3,"Male",2,1253423037,78,"Boomer",0.0265920997516627
"429",1253423175,0.14390976262152,-1.30735083688599,1.60467004994633,0,0,1,1,0.5,0.25,0,0,0,0,0,0,3,3,3,3,3,5,5,"renewable",1,1,1,1,NA,NA,3,0,2,1,1,0,0,"Arizona",3,2,3,2,2,3,"Arizona",0,0,0,1,3,4,0.125,0.125,0.45,2,"Male",1,1253423175,64,"Boomer",0.512243094853675
"430",1253423281,-0.428166078779064,-1.90555119685407,0.978601217704939,0,0,0,1,0.25,0.3125,0,1,1,1,0,0,2,2,3,3,4,4,4,"renewable",2,3,4,3,NA,NA,3,1,2,2,2,0,NA,"Arizona",3,4,2,3,4,3,"Arizona",0,0,0,1,4,1,0.625,0.6875,0.9,NA,"Male",2,1253423281,57,"Gen X",0.266000736062253
"431",1253423415,-0.979082426546762,-2.41723201020435,0.434640721271226,0,0,0,0,0,0.0625,1,1,1,0,0,0,1,3,1,2,3,5,4,"renewable",1,5,3,5,NA,NA,4,0,1,1,1,0,0,"Arizona",3,3,3,4,3,3,"Arizona",0,0,0,1,5,5,0.5,0.25,0.55,3,"Female",2,1253423415,88,"Greatest",0.0288661969792061
"432",1253423437,0.151758739397768,-1.34357632076396,1.59843247420822,1,0,1,0,0.5,0.4375,1,1,1,0,0,0,1,1,1,2,2,5,4,"renewable",1,1,5,4,5,NA,5,0,4,1,1,0,1,"Arizona",4,4,4,4,4,4,"Arizona",0,0,0,1,4,1,0.625,1,0.55,4,"Male",2,1253423437,56,"Gen X",0.515621581438165
"433",1253423669,0.141088874801974,-1.3071755731922,1.60212837145567,1,1,0,0,0.5,0,0,1,0,0,0,0,3,4,2,2,3,3,5,"protection",1,1,1,1,NA,NA,4,0,1,1,1,0,0,"Nevada",4,5,4,5,4,4,"Nevada",0,0,0,1,4,1,0.25,0.375,0,1,"Male",1,1253423669,53,"Gen X",0.511028881596793
"434",1253423767,-0.409483275938917,-1.83223490934169,0.945302823082748,1,0,0,0,0.25,0.375,1,1,1,0,0,0,1,1,2,2,2,4,4,"renewable",2,1,2,2,2,NA,3,0,2,1,2,0,0,"Nevada",3,3,2,4,3,3,"Nevada",0,0,0,1,2,3,0.3125,0.4375,0.5,2,"Female",1,1253423767,76,"Boomer",0.274042497498865
"435",1253423797,0.133493880700707,-1.32763115773273,1.60048165919876,0,1,0,1,0.5,0.1875,0,1,1,0,0,0,2,3,3,2,3,5,5,"recreation",2,1,1,1,NA,2,4,1,2,2,5,0,0,"Arizona",4,4,4,4,2,4,"Arizona",0,0,0,1,5,3,0.125,0.3125,0.35,2,"Female",1,1253423797,61,"Boomer",0.507759718441914
"436",1253423907,-0.98602724563295,-2.69707850894723,0.631026077807761,0,0,0,0,0,0.25,0,1,0,0,0,0,4,4,4,4,4,4,4,"renewable",1,1,1,2,1,NA,2,0,1,1,1,0,0,"Arizona",3,4,3,4,2,3,"Arizona",0,0,0,1,4,3,0,0.625,0.25,1,"Female",2,1253423907,61,"Boomer",0.025876892922989
"437",1253424197,0.700431655685917,-0.763149557547651,2.15685233675159,1,1,1,0,0.75,0,0,1,1,0,0,0,4,3,2,3,3,5,5,"extraction",5,1,5,2,NA,NA,5,0,1,1,1,0,1,"New Mexico",3,5,5,5,5,5,"Texas",0,0,1,0,5,3,1,0.375,0.7,5,"Male",3,1253424197,27,"Millenial",0.751790465586441
"438",1253424291,0.677563022144692,-0.738427755309037,2.0729481528541,1,1,1,0,0.75,0.4375,0,1,0,0,0,0,1,3,3,2,3,5,4,"renewable",2,1,1,1,1,NA,1,1,2,1,5,0,0,"Arizona",2,4,2,4,4,5,"Arizona",0,0,0,1,3,4,0.6875,0.875,0.4,2,"Male",1,1253424291,33,"Millenial",0.741946969570702
"439",1253424505,-0.424343345076294,-1.90186324489639,0.990768846042941,1,0,0,0,0.25,0.125,1,1,0,0,0,0,4,4,4,2,3,5,5,"protection",1,1,2,1,NA,NA,3,0,1,1,1,0,0,"Colorado",4,4,4,4,4,5,"Colorado",0,0,0,1,3,2,0.25,0.25,0.65,3,"Male",2,1253424505,66,"Boomer",0.267646180417492
"440",1253424519,-0.396986268002035,-1.83516013457546,1.05329893476678,1,0,0,0,0.25,0.75,1,1,1,1,0,0,2,2,3,1,1,3,1,"recreation",5,5,5,4,5,NA,3,1,5,3,5,1,1,"Colorado",2,3,3,3,2,2,"Colorado",0,0,0,1,4,5,0.875,0.625,0.85,4,"Female",NA,1253424519,57,"Gen X",0.279421666639584
"441",1253424629,0.137549852540259,-1.35786459689289,1.54658321113278,1,0,0,1,0.5,0.5625,1,1,1,0,0,0,1,2,2,1,1,4,3,"extraction",2,3,5,4,4,NA,5,0,5,2,3,0,1,"Arizona",3,4,4,4,4,5,"Arizona",0,0,0,1,3,3,0.625,0.375,0.85,3,"Male",2,1253424629,73,"Boomer",0.509505557019047
"442",1253424639,0.703758252138087,-0.753683241022965,2.14569129099928,1,0,1,1,0.75,0.5,1,0,0,1,0,0,3,4,4,4,4,4,4,"protection",1,1,3,1,NA,NA,2,1,1,1,1,0,0,"Arizona",3,3,2,4,3,3,"Arizona",0,0,0,1,4,1,0.5,0.25,0.65,3,"Female",3,1253424639,74,"Boomer",0.753222354328892
"443",1253424693,0.140893192137493,-1.27295054427302,1.57789965872116,1,0,0,1,0.5,0.3125,1,1,1,1,0,0,2,3,3,2,2,5,3,"protection",3,1,5,2,5,NA,4,1,3,1,5,0,1,"Arizona",3,3,4,3,4,4,"Arizona",0,0,0,1,4,5,0.9375,1,0.8,4,"Female",3,1253424693,73,"Boomer",0.510944652623308
"444",1253424729,0.13208519933637,-1.31612888152397,1.59164007517395,1,0,0,1,0.5,0.4375,0,0,0,1,0,0,2,3,2,2,2,4,3,"protection",2,1,5,1,NA,2,5,0,2,1,1,0,0,"Arizona",4,5,3,5,5,4,"Arizona",0,0,0,1,1,4,0.4375,0.6875,0.7,3,"Female",2,1253424729,64,"Boomer",0.507153370477472
"445",1253425095,0.669664603235845,-0.81957148122908,2.1511113539645,1,1,1,0,0.75,0.4375,0,1,0,1,0,0,2,3,3,2,3,3,3,"protection",4,3,2,1,2,NA,4,0,5,1,1,0,0,"Arizona",4,4,5,4,4,5,"Arizona",0,0,1,0,3,3,0.6875,0.8125,0.6,3,"Female",1,1253425095,49,"Gen X",0.738547201284602
"446",1253425167,-1.00847780617119,-2.55663856458256,0.388607206784087,0,0,0,0,0,0.375,1,1,1,1,0,0,2,2,4,2,3,4,4,"protection",4,1,3,1,NA,NA,5,1,2,1,3,0,0,"Colorado",5,5,4,4,5,5,"Colorado",0,0,0,1,4,3,0,0.875,0.6,3,"Female",2,1253425167,49,"Gen X",0.0162133508136227
"447",1253425173,-0.415642711638416,-1.92100380713013,0.98491170066377,1,0,0,0,0.25,0.0625,1,0,0,1,0,0,3,3,4,3,3,4,3,"renewable",3,1,3,2,NA,NA,4,1,3,2,4,0,0,"Colorado",4,4,4,4,4,4,"Colorado",0,0,0,1,4,3,0.3125,0.4375,0.55,4,"Male",3,1253425173,67,"Boomer",0.271391251168037
"448",1253425179,-0.990266350748276,-2.65651105542249,0.513197455483285,0,0,0,0,0,0,0,1,0,0,0,0,2,3,3,2,3,3,3,"renewable",1,1,1,1,NA,1,3,0,2,1,1,0,0,"Colorado",3,2,3,3,3,4,"Colorado",0,0,0,1,5,2,0,0.1875,0.25,2,"Female",1,1253425179,75,"Boomer",0.024052227088111
"449",1253425261,-1.02165926288499,-2.52383683732816,0.419772235640632,0,0,0,0,0,0.0625,1,1,1,0,0,0,4,4,4,4,4,5,5,"renewable",1,1,2,1,NA,1,2,1,1,1,1,0,0,"Arizona",3,2,3,4,2,4,"Arizona",0,0,0,1,5,5,0,0.5625,0.2,3,"Female",2,1253425261,47,"Gen X",0.0105395698940024
"450",1253432239,-1.00877323339757,-2.62174211318531,0.540076217725149,0,0,0,0,0,0.3125,0,1,0,0,0,0,4,4,4,4,4,1,5,"protection",1,1,1,1,1,NA,3,0,1,1,1,0,0,"Arizona",2,2,2,4,2,2,"Arizona",0,0,1,0,4,4,0.0625,0.375,0,2,"Male",1,1253432239,35,"Millenial",0.0160861881337621
"451",1253432557,-1.01701135869268,-2.62222377264365,0.570138202304682,0,0,0,0,0,0.5,1,1,1,0,0,0,1,1,2,2,2,4,4,"recreation",4,4,4,1,4,NA,5,0,2,2,2,0,1,"Utah",2,2,4,4,4,4,"Utah",0,0,0,1,4,4,1,0.0625,0.5,4,"Male",3,1253432557,86,"Greatest",0.0125401977984227
"452",1253432567,-0.99064203568055,-2.57744103762656,0.506884269769868,0,0,0,0,0,0,1,1,1,0,0,0,3,2,4,2,3,3,3,"renewable",1,1,2,1,NA,NA,3,0,1,1,2,0,0,"Colorado",3,4,3,3,4,5,"Colorado",0,0,0,1,5,2,0,0.375,0.4,2,"Male",2,1253432567,36,"Millenial",0.0238905185571947
"453",1253432603,1.2321103823383,-0.203299044254654,2.7651945959344,1,1,1,1,1,0.25,1,0,1,1,0,0,2,3,3,3,3,5,5,"protection",5,1,5,1,NA,NA,5,0,2,1,1,0,0,"Arizona",1,3,3,4,4,5,"Arizona",0,0,0,1,4,5,0.25,0.5625,0.65,2,"Female",1,1253432603,74,"Boomer",0.980644429161576
"454",1253432605,-0.422399899142723,-1.86464186039334,0.961676493483525,1,0,0,0,0.25,0.25,0,1,0,1,0,0,4,4,4,4,4,5,5,"renewable",5,3,5,5,NA,NA,3,0,3,1,3,0,1,"Arizona",4,4,4,5,4,4,"Arizona",0,0,0,1,5,5,0.875,0.625,0.6,5,"Female",3,1253432605,66,"Boomer",0.268482710604984
"455",1253432643,-0.432866266984309,-1.87999683349296,1.00001199088721,1,0,0,0,0.25,0.125,1,1,1,1,0,0,3,2,2,2,3,4,2,"extraction",5,4,4,5,NA,NA,4,1,3,4,5,0,1,"New Mexico",2,4,3,5,3,3,"New Mexico",0,0,0,1,2,5,0.625,0.3125,0.7,4,"Male",3,1253432643,70,"Boomer",0.263977603207019
"456",1253432651,0.134476591932564,-1.36404070678249,1.59056335358565,1,0,1,0,0.5,0.6875,0,0,0,1,0,0,3,3,2,2,1,5,3,"extraction",5,3,5,5,NA,5,5,0,5,1,5,0,1,"Arizona",5,5,5,5,5,5,"Arizona",0,0,0,1,5,3,0.9375,0.6875,0.55,5,"Male",3,1253432651,55,"Gen X",0.508182713286707
"457",1253432655,-0.431851357183842,-1.88613690237914,1.00846407038715,1,0,0,0,0.25,0.0625,1,1,1,0,0,0,3,4,4,4,4,1,5,"protection",2,1,2,1,NA,NA,4,0,1,1,2,0,0,"Arizona",4,3,4,4,4,4,"Arizona",0,0,0,1,5,2,0.125,0.0625,0.35,2,"Female",1,1253432655,76,"Boomer",0.264414457493009
"458",1253432667,0.147434444323833,-1.37075710238949,1.58326501739723,1,0,0,1,0.5,0.25,1,1,1,0,0,0,3,4,4,4,3,5,5,"renewable",1,1,3,4,NA,NA,5,1,5,1,1,0,0,"Nevada",4,4,4,4,4,5,"New Mexico",0,0,0,1,2,1,0.4375,0.875,0.5,3,"Male",2,1253432667,74,"Boomer",0.513760246730324
"459",1253432681,-1.01489660947472,-2.56705145143415,0.401741923815355,0,0,0,0,0,0.125,1,1,1,0,0,0,2,4,4,2,4,5,4,"protection",1,1,3,1,NA,NA,3,0,1,1,2,0,0,"Arizona",1,3,2,2,1,3,"Arizona",0,0,0,1,3,4,0.125,0,0.25,1,"Male",1,1253432681,73,"Boomer",0.0134504631828309
"460",1253432711,-0.997605668075621,-2.53366253786057,0.437804283653989,0,0,0,0,0,0.4375,1,1,1,0,0,0,2,2,2,2,1,4,3,"extraction",2,2,4,5,3,NA,5,0,4,1,2,0,1,"Colorado",3,4,4,4,4,4,"Colorado",0,0,0,1,3,2,0.5,0.5,0.7,4,"Male",2,1253432711,68,"Boomer",0.0208931165649686
"461",1253432755,0.674409229986824,-0.668541466687972,2.1707653031352,1,1,1,0,0.75,0.5,0,1,0,1,0,0,2,4,2,2,1,5,4,"extraction",2,1,5,5,NA,5,3,1,4,2,5,0,1,"Arizona",5,4,4,4,4,5,"Arizona",0,0,0,1,4,5,0.8125,0.875,0.75,5,"Male",3,1253432755,85,"Greatest",0.740589462114714
"462",1253432765,-0.999638526151519,-2.65553017209699,0.60772900572633,0,0,0,0,0,0.1875,1,1,1,1,0,0,1,3,2,1,1,4,1,"extraction",2,3,5,4,NA,3,3,1,5,4,5,0,1,"New Mexico",4,4,4,5,4,5,"New Mexico",0,0,0,1,4,4,0.75,0.3125,0.8,4,"Male",3,1253432765,58,"Gen X",0.020018100122268
"463",1253432785,-1.01864430535952,-2.572806277014,0.473776850053955,0,0,0,0,0,0,1,1,0,0,0,0,3,4,4,4,4,2,4,"protection",1,1,1,1,1,NA,3,1,1,1,1,0,0,"Arizona",3,4,2,2,4,3,"Arizona",0,0,0,1,5,4,0,0.5,0.2,2,"Male",1,1253432785,72,"Boomer",0.0118373178480361
"464",1253432789,-1.02836722951018,-2.48549676895082,0.404271507215631,0,0,0,0,0,0,0,0,1,0,0,0,3,4,4,4,4,5,5,"renewable",1,1,2,1,NA,1,3,0,1,1,1,0,0,"New Mexico",5,4,4,5,5,5,"New Mexico",0,0,1,0,3,3,0,0.625,0.15,1,"Male",2,1253432789,64,"Boomer",0.00765221579697309
